timestamp,city,country_code,temperature_celsius,temperature_fahrenheit,feels_like_celsius,feels_like_fahrenheit,temp_min_celsius,temp_min_fahrenheit,temp_max_celsius,temp_max_fahrenheit,humidity,pressure_hpa,pressure_inhg,wind_speed_ms,wind_speed_mph,wind_speed_kmh,wind_direction,visibility_m,visibility_km,visibility_mi,weather_description,weather_main,weather_icon,sunrise_time,sunset_time,cloud_coverage
2025-07-13T23:53:53.660311+00:00,Milan,IT,,,,,,,,,81,1017,30.03201,1.54,,,230,10000,10.0,6.21371,clear sky,Clear,01n,23:48:06,15:09:41,0
2025-07-13T23:53:53.917197+00:00,Moscow,RU,,,,,,,,,64,1014,29.94342,2.12,,,85,10000,10.0,6.21371,overcast clouds,Clouds,04n,21:04:26,14:05:55,100
2025-07-13T23:53:54.178306+00:00,Saint Petersburg,RU,,,,,,,,,84,1016,30.002480000000002,0.0,,,0,9000,9.0,5.592339,scattered clouds,Clouds,03n,21:00:58,15:07:38,43
2025-07-13T23:53:54.415783+00:00,Beijing,CN,,,,,,,,,57,1005,29.67765,0.46,,,48,10000,10.0,6.21371,overcast clouds,Clouds,04d,16:57:17,07:42:42,96
2025-07-13T23:53:54.672901+00:00,Shanghai,CN,,,,,,,,,74,1001,29.559530000000002,3.0,,,320,10000,10.0,6.21371,few clouds,Clouds,02d,16:59:33,06:59:54,20
2025-07-13T23:53:54.906312+00:00,Mexico City,MX,,,,,,,,,38,1013,29.913890000000002,10.29,,,80,10000,10.0,6.21371,light rain,Rain,10d,08:05:53,21:18:19,75
2025-07-13T23:53:55.132377+00:00,Guadalajara,MX,,,,,,,,,50,1012,29.88436,9.77,,,300,10000,10.0,6.21371,overcast clouds,Clouds,04d,08:20:29,21:37:28,100
2025-07-13T23:53:55.363265+00:00,Istanbul,TR,,,,,,,,,78,1016,30.002480000000002,3.6,,,60,10000,10.0,6.21371,clear sky,Clear,01n,22:43:51,13:35:37,0
2025-07-13T23:53:55.593210+00:00,Ankara,TR,,,,,,,,,46,1015,29.97295,3.6,,,340,10000,10.0,6.21371,clear sky,Clear,01n,22:31:33,13:16:52,0
2025-07-13T23:53:55.821534+00:00,Seoul,KR,,,,,,,,,89,996,29.41188,1.03,,,280,10000,10.0,6.21371,scattered clouds,Clouds,03d,16:21:38,06:53:46,40
2025-07-13T23:53:56.184458+00:00,Busan,KR,,,,,,,,,88,994,29.35282,3.6,,,320,10000,10.0,6.21371,scattered clouds,Clouds,03d,16:19:34,06:39:04,40
2025-07-13T23:53:56.649379+00:00,Madrid,ES,,,,,,,,,37,1015,29.97295,2.06,,,360,10000,10.0,6.21371,clear sky,Clear,01n,00:56:26,15:44:30,0
2025-07-13T23:53:57.121236+00:00,Barcelona,ES,,,,,,,,,65,1018,30.06154,2.06,,,330,10000,10.0,6.21371,clear sky,Clear,01n,00:29:57,15:23:58,0
2025-07-13T23:53:57.789810+00:00,Cairo,EG,,,,,,,,,65,1011,29.85483,5.14,,,360,10000,10.0,6.21371,clear sky,Clear,01n,23:03:19,12:58:05,0
2025-07-13T23:53:58.399872+00:00,Alexandria,EG,,,,,,,,,70,1011,29.85483,3.89,,,318,10000,10.0,6.21371,clear sky,Clear,01n,23:05:59,13:05:58,0
2025-07-13T23:53:58.626696+00:00,Jakarta,ID,,,,,,,,,87,1011,29.85483,1.54,,,190,5000,5.0,3.106855,haze,Haze,50d,19:04:34,06:51:55,40
2025-07-13T23:53:58.849444+00:00,Surabaya,ID,,,,,,,,,89,1012,29.88436,2.06,,,300,5000,5.0,3.106855,haze,Haze,50d,18:42:38,06:26:36,20
2025-07-14T00:33:34.012014+00:00,Cranston,US,,,,,,,,,86,1019,30.091070000000002,4.63,,,170,10000,10.0,6.21371,broken clouds,Clouds,04n,05:22:31,20:20:06,75
2025-07-14T00:33:34.238815+00:00,New York,US,,,,,,,,,80,1017,30.03201,5.36,,,124,10000,10.0,6.21371,few clouds,Clouds,02d,05:36:08,20:27:03,20
2025-07-14T00:33:34.464644+00:00,Los Angeles,US,,,,,,,,,65,1013,29.913890000000002,6.69,,,260,10000,10.0,6.21371,few clouds,Clouds,02d,08:51:29,23:05:38,20
2025-07-14T00:33:34.694962+00:00,London,GB,,,,,,,,,74,1011,29.85483,3.6,,,110,10000,10.0,6.21371,overcast clouds,Clouds,04n,23:59:42,16:12:38,88
2025-07-14T00:33:34.939005+00:00,Manchester,GB,,,,,,,,,75,1010,29.825300000000002,2.06,,,100,10000,10.0,6.21371,overcast clouds,Clouds,04n,23:57:47,16:31:29,100
2025-07-14T00:33:35.172470+00:00,Toronto,CA,,,,,,,,,50,1013,29.913890000000002,5.66,,,330,10000,10.0,6.21371,broken clouds,Clouds,04d,05:48:01,20:57:54,75
2025-07-14T00:33:35.404687+00:00,Vancouver,CA,,,,,,,,,65,1018,30.06154,4.12,,,230,10000,10.0,6.21371,few clouds,Clouds,02d,08:21:24,00:14:46,20
2025-07-14T00:33:35.641133+00:00,Sydney,AU,,,,,,,,,37,1013,29.913890000000002,7.72,,,250,10000,10.0,6.21371,clear sky,Clear,01d,16:58:20,03:03:13,0
2025-07-14T00:33:35.923226+00:00,Melbourne,AU,,,,,,,,,75,1015,29.97295,6.69,,,290,10000,10.0,6.21371,few clouds,Clouds,02d,17:33:01,03:18:30,20
2025-07-14T00:33:36.170495+00:00,Berlin,DE,,,,,,,,,93,1011,29.85483,1.03,,,170,10000,10.0,6.21371,fog,Fog,50n,23:00:21,15:23:43,61
2025-07-14T00:33:36.405555+00:00,Munich,DE,,,,,,,,,89,1016,30.002480000000002,0.89,,,306,10000,10.0,6.21371,clear sky,Clear,01n,23:28:07,15:10:32,4
2025-07-14T00:33:36.645599+00:00,Paris,FR,,,,,,,,,76,1013,29.913890000000002,3.09,,,280,10000,10.0,6.21371,clear sky,Clear,01n,00:02:00,15:50:29,0
2025-07-14T00:33:36.885763+00:00,Lyon,FR,,,,,,,,,94,1017,30.03201,1.03,,,0,10000,10.0,6.21371,clear sky,Clear,01n,00:04:25,15:28:12,0
2025-07-14T00:33:37.119874+00:00,Tokyo,JP,,,,,,,,,80,999,29.50047,4.12,,,310,10000,10.0,6.21371,light rain,Rain,10d,15:35:46,05:57:56,75
2025-07-14T00:33:37.355662+00:00,Osaka,JP,,,,,,,,,59,996,29.41188,4.12,,,80,10000,10.0,6.21371,broken clouds,Clouds,04d,15:55:05,06:12:08,75
2025-07-14T00:33:37.588816+00:00,Mumbai,IN,,,,,,,,,89,1005,29.67765,4.63,,,230,2500,2.5,1.5534275,mist,Mist,50n,20:38:41,09:49:33,75
2025-07-14T00:33:37.846824+00:00,Delhi,IN,,,,,,,,,89,1000,29.53,2.06,,,60,3000,3.0,1.8641130000000001,haze,Haze,50d,20:02:44,09:51:43,75
2025-07-14T00:33:38.082966+00:00,Ṣo Paulo,BR,,,,,,,,,81,1028,30.356840000000002,3.09,,,100,10000,10.0,6.21371,clear sky,Clear,01n,05:48:16,16:35:55,0
2025-07-14T00:33:38.323450+00:00,Rio de Janeiro,BR,,,,,,,,,73,1026,30.29778,3.09,,,60,10000,10.0,6.21371,scattered clouds,Clouds,03n,05:33:12,16:23:18,40
2025-07-14T00:33:38.561731+00:00,Johannesburg,ZA,,,,,,,,,78,1027,30.32731,1.38,,,320,10000,10.0,6.21371,clear sky,Clear,01n,00:54:30,11:32:25,0
2025-07-14T00:33:38.795080+00:00,Cape Town,ZA,,,,,,,,,70,1025,30.268250000000002,4.63,,,30,10000,10.0,6.21371,few clouds,Clouds,02n,01:49:28,11:54:26,20
2025-07-14T00:33:39.112117+00:00,Rome,IT,,,,,,,,,63,1017,30.03201,1.54,,,340,10000,10.0,6.21371,clear sky,Clear,01n,23:47:01,14:44:19,0
2025-07-14T00:33:39.352344+00:00,Milan,IT,,,,,,,,,82,1017,30.03201,1.03,,,0,10000,10.0,6.21371,clear sky,Clear,01n,23:48:06,15:09:41,0
2025-07-14T00:33:39.594298+00:00,Moscow,RU,,,,,,,,,68,1014,29.94342,1.25,,,79,10000,10.0,6.21371,overcast clouds,Clouds,04n,21:04:26,14:05:55,99
2025-07-14T00:33:39.869007+00:00,Saint Petersburg,RU,,,,,,,,,88,1016,30.002480000000002,0.0,,,0,9000,9.0,5.592339,few clouds,Clouds,02n,21:00:58,15:07:38,17
2025-07-14T00:33:40.123082+00:00,Beijing,CN,,,,,,,,,52,1004,29.648120000000002,0.35,,,168,10000,10.0,6.21371,overcast clouds,Clouds,04d,16:57:17,07:42:42,99
2025-07-14T00:33:40.395506+00:00,Shanghai,CN,,,,,,,,,70,1001,29.559530000000002,3.0,,,340,10000,10.0,6.21371,few clouds,Clouds,02d,16:59:33,06:59:55,20
2025-07-14T00:33:40.672554+00:00,Mexico City,MX,,,,,,,,,38,1013,29.913890000000002,5.14,,,80,10000,10.0,6.21371,light rain,Rain,10d,08:05:53,21:18:19,75
2025-07-14T00:33:40.921416+00:00,Guadalajara,MX,,,,,,,,,50,1013,29.913890000000002,2.06,,,250,10000,10.0,6.21371,overcast clouds,Clouds,04d,08:20:29,21:37:28,100
2025-07-14T00:33:41.195094+00:00,Istanbul,TR,,,,,,,,,83,1016,30.002480000000002,3.6,,,20,10000,10.0,6.21371,clear sky,Clear,01n,22:43:51,13:35:37,0
2025-07-14T00:33:41.432427+00:00,Ankara,TR,,,,,,,,,49,1015,29.97295,2.57,,,70,10000,10.0,6.21371,clear sky,Clear,01n,22:31:33,13:16:52,0
2025-07-14T00:33:41.670947+00:00,Seoul,KR,,,,,,,,,78,995,29.382350000000002,3.09,,,10,10000,10.0,6.21371,broken clouds,Clouds,04d,16:21:38,06:53:46,75
2025-07-14T00:33:41.913961+00:00,Busan,KR,,,,,,,,,78,995,29.382350000000002,4.63,,,320,10000,10.0,6.21371,scattered clouds,Clouds,03d,16:19:34,06:39:04,40
2025-07-14T00:33:42.163180+00:00,Madrid,ES,,,,,,,,,39,1017,30.03201,1.03,,,0,10000,10.0,6.21371,clear sky,Clear,01n,00:56:26,15:44:30,0
2025-07-14T00:33:42.432924+00:00,Barcelona,ES,,,,,,,,,68,1019,30.091070000000002,3.6,,,330,10000,10.0,6.21371,clear sky,Clear,01n,00:29:58,15:23:59,0
2025-07-14T00:33:42.685054+00:00,Cairo,EG,,,,,,,,,65,1011,29.85483,4.12,,,10,10000,10.0,6.21371,clear sky,Clear,01n,23:03:19,12:58:05,0
2025-07-14T00:33:42.932826+00:00,Alexandria,EG,,,,,,,,,65,1011,29.85483,3.89,,,326,10000,10.0,6.21371,clear sky,Clear,01n,23:05:59,13:05:58,0
2025-07-14T00:33:43.174598+00:00,Jakarta,ID,,,,,,,,,87,1012,29.88436,1.54,,,190,4000,4.0,2.485484,haze,Haze,50d,19:04:34,06:51:55,40
2025-07-14T00:33:43.413384+00:00,Surabaya,ID,,,,,,,,,84,1012,29.88436,1.03,,,0,5000,5.0,3.106855,haze,Haze,50d,18:42:38,06:26:36,20
